order_id,order_date,customer_id,product_name,quantity,price,total_sales,region,payment_method,prime_subscription,delivery_cost
27,10/12/2023,07336962-389a-4912-b311-53507034ed4f,Books,3,284.16,852.48,Dorset,Credit Card,FALSE,1
28,07/06/2023,24cc4f33-5e08-4055-b55d-c18dc5af38ea,Sports,7,166.98,1168.86,Shropshire,Credit Card,FALSE,3
29,19/09/2023,00b4d1b4-38a8-414d-896b-4cc6224d42a9,Furniture.,3,206.05,618.15,Warwickshire,Gift Card,TRUE,0
30,02/05/2023,bc8078f8-2e5e-40ad-a97f-9998caeab83b,Books,7,136.95,958.65,Durham,Credit Card,FALSE,4
31,15/02/2023,d6179661-a696-46a6-b6c6-c77ead48aa40,Furniture.,6,72.41,434.46,Cheshire,Credit Card,FALSE,5
32,17/06/2023,1e88ec53-de87-49fe-854f-1c281d94b1c4,Toys,6,14.68,88.08,Hampshire,Debit Card,TRUE,0
33,05/02/2023,bf8f2c72-72e9-4ca3-b96a-ad0efb64c416,Fashion,7,196.23,1373.61,West Midlands,Debit Card,TRUE,0
34,18/11/2023,13e558a0-c2ce-4f69-9e36-504a4cfe425f,Electronics,1,491.83,491.83,East Riding of Yorkshire,Gift Card,FALSE,4
35,31/12/2023,2e142a81-7444-4453-85a5-cbd6c851643a,Furniture.,3,87.56,262.68,Worcestershire,Amazon Pay,TRUE,0
36,07/07/2023,32715f63-da0a-4439-9c72-37b8b61399e4,Electronics,8,97.75,782,Northamptonshire,Gift Card,TRUE,0
37,30/06/2023,a185a47a-133e-4b4c-aab0-8ea61944ddaf,Sports,5,106,530,Leicestershire,Debit Card,TRUE,0
38,08/08/2023,7d90bbf4-eb02-486b-b598-efb50c6ad3ca,Fashion,8,155.6,1244.8,Greater Manchester,Debit Card,FALSE,5
39,07/03/2023,995f9334-5608-4e00-b05d-8b945054f436,Toys,9,50.89,458.01,Hampshire,Credit Card,TRUE,0
40,05/12/2023,d415229d-faf2-4ed9-9b10-6de94fe07752,Sports,2,194.76,389.52,Greater London,Debit Card,TRUE,0
41,16/01/2023,d2fda593-f9bf-4309-a9f0-e742a0820dbd,Toys,7,47.3,331.1,Suffolk,Gift Card,FALSE,5
42,30/05/2023,93f34e8a-9128-4d03-831d-2cc3e5c563ae,Electronics,3,466.35,1399.05,Somerset,Debit Card,FALSE,3
43,08/06/2023,895c001f-d4f6-42dc-adfb-1ecff1af72a7,Home Appliances,8,287.48,2299.84,Dorset,Amazon Pay,TRUE,0
44,31/12/2023,a1f62b24-f0f4-431e-9766-7e83209c69c9,Electronics,9,261.42,2352.78,Derbyshire,Amazon Pay,TRUE,0
45,02/10/2023,8b036bfa-05bf-4ff3-a1e1-ec1b5e7ad63c,Toys,4,464.85,1859.4,Northumberland,Credit Card,TRUE,0
46,18/05/2023,9e1cfc4a-7249-4110-abb2-6eb908205e77,Health & Beauty,8,302.46,2419.68,South Yorkshire,Amazon Pay,FALSE,5
47,03/06/2023,1a3e458f-2b0f-48a1-814f-7f2bc9863fc3,Home Appliances,7,388.9,2722.3,Wiltshire,Debit Card,FALSE,4
48,28/01/2023,63f5b43d-b3d2-4965-b681-bfc9f8197c66,Sports,4,124.43,497.72,West Yorkshire,Debit Card,FALSE,4
49,27/06/2023,35047974-9b34-4cc8-92b7-242586683cd7,Health & Beauty,9,292.74,2634.66,Nottinghamshire,Credit Card,TRUE,0
50,09/07/2023,e65aeff9-4968-4cb3-8d17-66edf407bcdd,Health & Beauty,6,403.33,2419.98,Bedfordshire,Debit Card,TRUE,0
51,02/12/2023,34e424c0-868b-4793-b813-e376676b15ba,Fashion,6,349.79,2098.74,Gloucestershire,Amazon Pay,FALSE,1
52,14/05/2023,c377db52-6568-40ab-bab3-3598cd7e2775,Furniture.,6,463.62,2781.72,Norfolk,Amazon Pay,FALSE,5
53,16/04/2023,25ebe2d6-a744-464b-a55a-5d15b95e4521,Toys,7,461.29,3229.03,Lancashire,Debit Card,FALSE,4
54,24/04/2023,d7de840c-94bb-4bb9-9238-d3135ff1d0aa,Home Appliances,10,494.12,4941.2,Northamptonshire,Debit Card,FALSE,3
55,16/05/2023,942591ef-fb39-402d-b142-435ea37d7943,Sports,3,360.92,1082.76,Norfolk,Gift Card,TRUE,0
56,04/12/2023,4382a697-034f-4cd5-87a9-f851f1670551,Fashion,6,228.14,1368.84,Durham,Gift Card,TRUE,0
57,18/04/2023,3263e47d-33c0-430d-84c7-c1ad0171e10a,Furniture.,7,446.49,3125.43,Norfolk,Debit Card,TRUE,0
58,10/12/2023,ed53f3e1-2dac-419d-b1b8-4b3ebb630756,Sports,10,407.08,4070.8,Suffolk,Gift Card,TRUE,0
59,27/10/2023,b8c1cb7a-ed94-48ba-a9cf-0411aff06014,Sports,3,186.83,560.49,Leicestershire,Credit Card,TRUE,0
60,27/02/2023,56a5b931-b056-4fbc-932d-f1683639d73b,Toys,3,304.68,914.04,Suffolk,Debit Card,FALSE,2
61,29/03/2023,619471c7-f726-4791-8122-1e293754fffa,Fashion,5,133.52,667.6,Nottinghamshire,Gift Card,FALSE,2
62,13/07/2023,1fe6747b-f877-4779-87cf-63e1dd82046a,Health & Beauty,4,104.34,417.36,Surrey,Amazon Pay,TRUE,0
63,01/10/2023,ff1cc87c-bb9a-49b4-90a3-15a33b92e367,Electronics,7,347.34,2431.38,East Riding of Yorkshire,Credit Card,TRUE,0
64,20/12/2023,5898a630-15fa-4dee-94d0-9d89d6c3c342,Furniture.,4,111.82,447.28,Essex,Debit Card,TRUE,0
65,30/12/2023,9a0099cd-f880-406c-9820-9b5eb8edbb9d,Electronics,4,254.56,1018.24,West Yorkshire,Credit Card,TRUE,0
66,11/05/2023,c08d3a1a-7633-4999-863d-372d04bf4c8f,Fashion,4,85.32,341.28,Kent,Credit Card,TRUE,0
67,05/12/2023,c54842f5-b7ec-4bfd-a765-50559ae85d2e,Toys,2,316.18,632.36,Lincolnshire,Amazon Pay,FALSE,5
68,29/01/2023,5a9c8fd8-f39b-4f5e-a2ae-83eba3b47ecf,Home Appliances,9,111.63,1004.67,Lancashire,Debit Card,TRUE,0
69,28/08/2023,b5b503d8-8726-4d31-8738-8b9a495c11a6,Books,5,481.33,2406.65,Warwickshire,Gift Card,FALSE,4
70,08/12/2023,3af04a1d-0271-4faf-b304-2ac21c111156,Toys,6,242.32,1453.92,Staffordshire,Debit Card,TRUE,0
71,25/07/2023,06998e6d-5c91-4d34-ac40-cc5ca5415ba8,Sports,6,69.32,415.92,Shropshire,Debit Card,TRUE,0
72,22/08/2023,efd254e1-1c52-4945-a9fa-79d11b39b649,Sports,6,61.68,370.08,Tyne and Wear,Debit Card,TRUE,0
73,22/11/2023,31d40774-470c-46ce-903f-a37aaec77380,Books,1,5.59,5.59,Cornwall,Gift Card,FALSE,3
74,08/10/2023,4636f1bb-5ffa-4589-b5b9-6f171d1aebe9,Electronics,4,248.35,993.4,Kent,Debit Card,TRUE,0
75,01/04/2023,8644c42b-39e0-4724-bd91-cfc7a63b6352,Books,6,181.42,1088.52,Bedfordshire,Gift Card,TRUE,0
76,29/03/2023,4a895f86-072a-45cb-90d4-490c3e3f4488,Toys,9,391.92,3527.28,Norfolk,Debit Card,TRUE,0
77,13/08/2023,cdc39829-ca78-47a6-8e3a-98eed883d8a7,Fashion,2,83.09,166.18,Bristol,Debit Card,FALSE,5
78,25/12/2023,84d98092-bdd3-4534-b65d-8f62b21313a1,Toys,7,480.98,3366.86,Greater Manchester,Gift Card,TRUE,0
79,23/07/2023,16214f21-eedc-4733-9760-a02147a75325,Health & Beauty,1,268.81,268.81,West Sussex,Credit Card,FALSE,3
80,20/05/2023,c33345f9-91f6-46d2-97ab-b198653fbb71,Health & Beauty,8,339.87,2718.96,Berkshire,Gift Card,FALSE,4
81,14/10/2023,f95b28df-d45a-4d21-9dc5-cad269807fdd,Sports,3,390.56,1171.68,City of London,Amazon Pay,TRUE,0
82,01/11/2023,782bf7b9-159d-473f-974c-b413ef72a690,Health & Beauty,3,28.75,86.25,East Riding of Yorkshire,Credit Card,FALSE,1
83,26/03/2023,6e9d2112-60fa-4c44-bd08-d53201cabf3d,Toys,4,431.87,1727.48,Nottinghamshire,Credit Card,TRUE,0
84,24/05/2023,fce6e994-4cdb-455b-a601-a70c9351a0a3,Fashion,9,115.98,1043.82,Warwickshire,Credit Card,TRUE,0
85,13/07/2023,194f052a-d684-40b0-85f0-6cc3d451d799,Furniture.,9,221.87,1996.83,Suffolk,Credit Card,FALSE,3
86,11/03/2023,da639213-4d3d-4166-ae94-988487127e5d,Furniture.,4,219.21,876.84,Bristol,Amazon Pay,TRUE,0
87,09/02/2023,f03ce1ca-d322-4dcb-ab69-fa9993ca58ca,Sports,1,497.45,497.45,Cumbria,Debit Card,TRUE,0
88,18/02/2023,8691e668-66c7-445f-a97e-ea2b7271ad90,Fashion,2,180.88,361.76,Herefordshire,Debit Card,TRUE,0
89,03/06/2023,8804e9df-6bb6-4e97-abd5-7b0f298c5279,Fashion,8,408.87,3270.96,Essex,Gift Card,FALSE,5
90,07/05/2023,2a934d44-bb26-4167-8501-2e2cdaaed107,Books,6,304.47,1826.82,Devon,Gift Card,FALSE,2
91,12/09/2023,891a8942-0eda-4f0b-a7b0-77fa4fb9ce6e,Sports,7,258.36,1808.52,Warwickshire,Amazon Pay,FALSE,2
92,03/09/2023,95c49c83-29a4-41f5-93e3-72fa6880f540,Health & Beauty,9,16.55,148.95,Merseyside,Credit Card,FALSE,4
93,08/08/2023,030b18bd-1137-47df-8072-51fe35de0954,Sports,1,428.64,428.64,Shropshire,Amazon Pay,TRUE,0
94,04/07/2023,235ca99d-2947-42d6-9be5-2416f8c222e2,Toys,4,328.68,1314.72,Somerset,Credit Card,FALSE,5
95,28/09/2023,a6e74f5b-799a-4b6c-9f15-48b85ba68dab,Electronics,10,381.68,3816.8,Merseyside,Gift Card,TRUE,0
96,05/01/2023,25a14e26-d924-4ab3-8d85-2c42edc7d491,Books,10,346.69,3466.9,Warwickshire,Amazon Pay,FALSE,5
97,17/10/2023,b1eadfb6-7e29-4a60-883d-4ef49d12283d,Home Appliances,5,459.34,2296.7,Surrey,Credit Card,TRUE,0
98,18/12/2023,bf6f2711-27fc-48c7-b08e-f38494c6b025,Books,2,428.2,856.4,Hampshire,Credit Card,FALSE,2
99,25/01/2023,41088aa5-a2ff-45bc-9856-e3aa8fbcdb8d,Electronics,5,124.53,622.65,North Yorkshire,Gift Card,FALSE,1
100,04/03/2023,2c6ff661-11ed-4035-b7d7-10c82a848678,Health & Beauty,5,126.17,630.85,Somerset,Gift Card,FALSE,5
101,05/11/2023,0efae801-97bd-43fa-a7ab-8aae173cbfad,Furniture.,10,96.4,964,West Sussex,Credit Card,FALSE,3
102,10/03/2023,f1a853f3-66a4-42e6-971f-d5e7afc03a7e,Health & Beauty,6,200.6,1203.6,Cambridgeshire,Amazon Pay,FALSE,5
103,08/05/2023,92f605e8-a8cf-44e8-a020-94e6414ca005,Furniture.,10,257.69,2576.9,Oxfordshire,Credit Card,FALSE,4
104,04/09/2023,440d85dc-6c94-4d28-a85a-98c531072e16,Furniture.,5,208.7,1043.5,Essex,Amazon Pay,FALSE,5
105,16/10/2023,e7bdd635-1169-44c6-9fcc-11b791c75956,Health & Beauty,3,113.08,339.24,Cornwall,Amazon Pay,TRUE,0
106,17/05/2023,36b133b2-8838-4072-a3a9-2fa77833d312,Health & Beauty,6,459.78,2758.68,East Sussex,Credit Card,FALSE,5
107,27/01/2023,2c585041-fca4-4fcd-9b91-07fb9cb0719b,Health & Beauty,9,265.17,2386.53,Devon,Debit Card,FALSE,3
108,11/12/2023,29cb3465-e153-451d-918c-e8e30f2da28d,Electronics,1,397.51,397.51,Wiltshire,Amazon Pay,TRUE,0
109,19/08/2023,771af6c7-8caf-4607-87ca-6d24a4b03c41,Electronics,3,121.34,364.02,Tyne and Wear,Gift Card,FALSE,3
110,03/02/2023,d8734345-73e4-4720-830f-86d190fb25a5,Books,10,322.41,3224.1,South Yorkshire,Debit Card,TRUE,0
111,02/01/2023,d859347d-506b-45e5-aad8-d388818e1840,Books,9,29.84,268.56,Rutland,Credit Card,FALSE,3
112,02/12/2023,e4358e7c-8280-416b-af0f-03635289dc40,Health & Beauty,1,343.8,343.8,Cumbria,Amazon Pay,TRUE,0
113,12/04/2023,213ea5eb-e122-4c61-9b8e-cfae6073e2c0,Health & Beauty,5,430.59,2152.95,Norfolk,Amazon Pay,FALSE,4
114,04/07/2023,0f2d019c-a2e1-49d0-88a8-c145aa73593f,Books,9,266.95,2402.55,Hertfordshire,Credit Card,FALSE,2
115,02/02/2023,2539d66b-d4aa-4b2d-b71d-881142561209,Furniture.,5,261.4,1307,Leicestershire,Debit Card,FALSE,4
116,14/08/2023,957deee7-c428-4fe9-a7eb-6606bb2e73a9,Books,10,352.21,3522.1,Essex,Debit Card,FALSE,1
117,02/09/2023,b8a55a33-17dc-4b16-a477-76b66fe63333,Home Appliances,4,74.72,298.88,Nottinghamshire,Gift Card,FALSE,4
118,21/11/2023,f45ce3ec-7ce1-4538-8340-73143bc87cec,Toys,7,427.19,2990.33,Wiltshire,Amazon Pay,TRUE,0
119,20/02/2023,b9e6010e-b9a6-4069-9a37-163fd930c3f1,Home Appliances,2,114.94,229.88,Cheshire,Debit Card,TRUE,0
120,14/03/2023,f655d05d-a7c3-4ec8-9a1d-d04001b1bdae,Books,7,61.11,427.77,North Yorkshire,Amazon Pay,TRUE,0
121,05/02/2023,a761f2dd-c504-4399-9a0b-29af7cddfff9,Furniture.,10,330.35,3303.5,Northumberland,Amazon Pay,TRUE,0
122,15/02/2023,b49ea291-7070-462c-9c2a-35b3a5212d88,Fashion,1,115.63,115.63,City of London,Debit Card,FALSE,5
123,18/11/2023,18ccafda-7b9a-420d-b7da-e3d0789cc2e8,Fashion,5,85.16,425.8,Northamptonshire,Gift Card,FALSE,4
124,20/09/2023,a8fd46b8-68c8-45ec-8929-3e219710c948,Sports,10,33.44,334.4,Devon,Debit Card,FALSE,1
125,27/07/2023,82dbbedf-4f61-4ac1-ae04-f1dd03d89aee,Toys,2,390.24,780.48,West Yorkshire,Credit Card,FALSE,1
126,09/08/2023,5ddb5f07-69b0-4cdc-a6cb-f84b8d021c9d,Electronics,6,430.65,2583.9,Northumberland,Credit Card,FALSE,1
127,08/12/2023,d825f4df-16b0-4961-b8e2-832641d4c900,Furniture.,9,493.62,4442.58,Staffordshire,Gift Card,FALSE,2
128,22/07/2023,b0a000e4-7723-4e8b-9b1a-88994b0515d2,Books,10,248.27,2482.7,Lincolnshire,Credit Card,TRUE,0
129,31/08/2023,9dcf2184-cf22-439a-863c-1c6f887a90d7,Electronics,10,289.53,2895.3,Derbyshire,Gift Card,TRUE,0
130,28/03/2023,03b8eac5-ef4c-44b5-94bc-663a6a0c5be9,Electronics,8,6.32,50.56,Hampshire,Credit Card,FALSE,5
131,17/02/2023,5d1754b7-c97f-415d-9904-f75c6e057a29,Books,6,287.92,1727.52,Dorset,Credit Card,FALSE,3
132,25/11/2023,84dc387b-be84-43f5-b59a-7f9ef4b06d1b,Home Appliances,3,369.64,1108.92,West Sussex,Amazon Pay,FALSE,3
133,11/06/2023,1cd12288-87af-48e6-b27a-34ffea0fc10e,Sports,10,162.97,1629.7,Lancashire,Debit Card,FALSE,1
134,21/05/2023,92147312-a491-47ea-ac20-22e3c469a418,Sports,4,120.53,482.12,Essex,Gift Card,TRUE,0
135,13/04/2023,020e6045-0d82-41cd-9654-b6704a719ec9,Books,1,288.41,288.41,Devon,Debit Card,TRUE,0
136,15/11/2023,ff9828be-17b9-4231-8bc5-f4f1626e0f26,Toys,2,79.3,158.6,Bristol,Debit Card,FALSE,1
137,06/08/2023,1cc9f0b1-c135-4746-8607-cac1fa2c27ee,Home Appliances,1,24.15,24.15,Somerset,Gift Card,FALSE,5
138,11/10/2023,bc4b2038-f826-4fc6-ad67-6c6ef4029965,Furniture.,10,133.19,1331.9,Greater Manchester,Debit Card,FALSE,1
139,19/08/2023,13399684-df88-41dc-88a5-c7e1223e9c0c,Electronics,5,157.98,789.9,Cambridgeshire,Gift Card,TRUE,0
140,23/01/2023,168af266-ddf2-4759-84af-13401f398055,Fashion,10,159.74,1597.4,Cambridgeshire,Credit Card,TRUE,0
141,28/02/2023,52e6fc87-c310-41fe-b2db-d8413a35c5d3,Sports,8,333.95,2671.6,Suffolk,Credit Card,TRUE,0
142,01/02/2023,dab8923b-e74d-4722-8077-a19a1d7a5eff,Health & Beauty,7,74.99,524.93,Lincolnshire,Credit Card,TRUE,0
143,15/01/2023,b83d4397-6780-4b60-9b9a-17942cbddf73,Home Appliances,3,264.89,794.67,Shropshire,Credit Card,TRUE,0
144,22/12/2023,4e6baefc-f82c-40b6-b092-de886832666d,Sports,2,78.65,157.3,Hertfordshire,Credit Card,FALSE,5
145,04/02/2023,4cc6bf9d-19c9-4553-8035-462f12878008,Fashion,9,301.55,2713.95,Merseyside,Credit Card,FALSE,1
146,01/11/2023,de68839d-3151-41c2-be34-5b56470defcc,Fashion,8,194.83,1558.64,Wiltshire,Gift Card,FALSE,5
147,20/11/2023,aea9de0d-f645-4fad-a6bb-e5b968470fe2,Sports,8,335.95,2687.6,Tyne and Wear,Amazon Pay,FALSE,2
148,05/05/2023,b9eba858-107e-4088-93c1-c2eb2312ac99,Electronics,1,102.68,102.68,Merseyside,Debit Card,TRUE,0
149,06/10/2023,140cc1b2-ce8d-4559-a4f4-6d35c3edd8cf,Sports,6,129.63,777.78,Hertfordshire,Amazon Pay,TRUE,0
150,07/08/2023,a3f457b9-1033-488e-87ec-77e82e622bc1,Home Appliances,4,5.74,22.96,Merseyside,Amazon Pay,FALSE,2
151,18/06/2023,7d3fb618-6597-4fe8-9b72-b57f10e4c178,Electronics,8,30.05,240.4,Suffolk,Gift Card,FALSE,5
152,19/11/2023,65b90e6b-4ac1-4ab8-ae23-77bff1c848b0,Furniture.,2,118.73,237.46,Hertfordshire,Gift Card,TRUE,0
153,10/07/2023,c336ca24-4d94-452d-8436-247cda2852d0,Electronics,4,232.83,931.32,Tyne and Wear,Amazon Pay,TRUE,0
154,25/08/2023,d4ab7769-a92d-4827-bb78-f8429464576c,Home Appliances,8,291.38,2331.04,Merseyside,Amazon Pay,FALSE,5
155,21/06/2023,2db522c1-0bb1-41cd-b588-37d95fcd82cd,Sports,3,60.72,182.16,Essex,Amazon Pay,TRUE,0
156,05/11/2023,eae5d247-a46c-4d90-a216-fa5d042478ed,Furniture.,2,473.03,946.06,Merseyside,Gift Card,FALSE,4
157,29/01/2023,5e9d2542-8776-487d-8144-88d52813e853,Furniture.,9,17.35,156.15,Bristol,Amazon Pay,FALSE,1
158,19/07/2023,d85b40c3-2fc0-4667-a206-f763f7c4f890,Furniture.,1,236.68,236.68,Berkshire,Credit Card,TRUE,0
159,08/07/2023,4f8b66e8-5e81-4b14-98b2-45cc1acb475c,Health & Beauty,8,431.93,3455.44,Berkshire,Credit Card,TRUE,0
160,25/10/2023,4f00a151-b0d8-4b2b-b6a1-06d170981287,Toys,7,165.13,1155.91,Oxfordshire,Amazon Pay,TRUE,0
161,04/04/2023,17a96b30-5908-4fba-808a-3436d2077a1a,Health & Beauty,10,347.57,3475.7,Buckinghamshire,Amazon Pay,FALSE,1
162,07/10/2023,2fb3160f-0a1d-40e1-b187-7fef7d7df728,Books,5,118.19,590.95,East Riding of Yorkshire,Credit Card,TRUE,0
163,02/12/2023,6e7a4cec-096f-4710-ae12-461cfabfdf13,Home Appliances,1,247.74,247.74,Northamptonshire,Credit Card,FALSE,5
164,07/07/2023,c0266f5a-720e-4083-b54d-9654e3e9164b,Furniture.,5,427.45,2137.25,Devon,Credit Card,TRUE,0
165,22/08/2023,0343e647-a93d-42a2-8cc4-defaaa406c11,Sports,5,286.89,1434.45,Kent,Amazon Pay,TRUE,0
166,15/07/2023,c8d817dd-9c66-43d5-8709-9eb2304f0e8f,Furniture.,2,7.22,14.44,Tyne and Wear,Debit Card,FALSE,2
167,01/08/2023,06133f8f-baea-4dc6-9b7e-a1cf1dc62ecb,Furniture.,4,317.14,1268.56,Bristol,Gift Card,FALSE,1
168,21/03/2023,96c8e70a-9a5f-493b-bc59-c5517fef03ff,Fashion,5,336.51,1682.55,Hampshire,Amazon Pay,TRUE,0
169,13/01/2023,8f68c063-3a22-4b86-817b-fc7ede662b0a,Toys,7,108.36,758.52,Shropshire,Gift Card,TRUE,0
170,20/10/2023,d1baed41-b91e-48a4-a8c2-7cb5c90f2c46,Toys,3,421.09,1263.27,East Riding of Yorkshire,Gift Card,FALSE,1
171,13/06/2023,c5e47849-36e3-4513-9d11-d478d06213e9,Home Appliances,5,321.15,1605.75,Hertfordshire,Credit Card,FALSE,4
172,17/12/2023,1516cac2-42cd-4462-b19e-2c4600780ee9,Toys,5,475.73,2378.65,Cornwall,Amazon Pay,TRUE,0
173,10/12/2023,103fc484-3024-43ac-b622-c1e29fca522d,Fashion,6,403.58,2421.48,Surrey,Amazon Pay,TRUE,0
174,03/05/2023,0e54ddba-2c96-4891-9fef-15a13361c0cc,Health & Beauty,9,174.29,1568.61,Leicestershire,Credit Card,FALSE,4
175,13/12/2023,9e482634-61d9-416b-a0f6-2cf07f437aa0,Health & Beauty,10,393.3,3933,Wiltshire,Gift Card,FALSE,2
176,27/05/2023,79997567-b34d-41a1-a710-583d7fd95a44,Fashion,3,187.99,563.97,Lincolnshire,Amazon Pay,TRUE,0
177,02/03/2023,51445bce-e847-4a9c-8097-0a786ac97750,Sports,9,10.34,93.06,Cornwall,Debit Card,FALSE,2
178,14/03/2023,300d5404-f711-4cda-a1dd-6ffae979ef5f,Health & Beauty,9,281.38,2532.42,Derbyshire,Credit Card,FALSE,4
179,08/04/2023,dd9fa719-3e58-4582-9050-dc3de8409f3a,Home Appliances,9,151.17,1360.53,Tyne and Wear,Debit Card,FALSE,4
180,09/10/2023,6f9c3cd5-599c-4bb8-a615-be07de036b07,Fashion,1,110.35,110.35,Gloucestershire,Debit Card,FALSE,2
181,08/08/2023,665a1eaa-2d70-4f4a-a985-52c713949ac5,Books,2,425.17,850.34,Surrey,Credit Card,TRUE,0
182,12/05/2023,8f9916f3-f1f5-4a93-98f6-a4462278bbce,Furniture.,5,298.99,1494.95,Gloucestershire,Debit Card,TRUE,0
183,14/02/2023,95e011d5-c420-444a-9eb8-14bfa6e1c1e5,Furniture.,1,166.63,166.63,Greater Manchester,Credit Card,FALSE,2
184,27/02/2023,835aed86-84d8-4a8d-b10f-11daf4ab55ac,Toys,6,130.59,783.54,Greater Manchester,Gift Card,FALSE,1
185,14/03/2023,40dc46ae-bc4b-4fcc-9fcf-f42de7b2bbf2,Home Appliances,9,393.01,3537.09,Bedfordshire,Debit Card,FALSE,2
186,07/02/2023,715682bc-7779-4949-95eb-34a500c7fa20,Sports,1,149.05,149.05,Gloucestershire,Amazon Pay,FALSE,4
187,18/10/2023,d4d86d25-458f-429a-8153-a7e749c81fd8,Furniture.,6,121.52,729.12,Suffolk,Credit Card,TRUE,0
188,07/07/2023,9e0cf100-d15e-4bf8-9c45-79abd5989258,Books,3,272.01,816.03,Greater London,Credit Card,FALSE,5
189,13/08/2023,8b4ce16e-0b70-4f49-bc1a-fe02b24780d3,Electronics,10,111.18,1111.8,Suffolk,Amazon Pay,FALSE,4
190,18/09/2023,6c5a56be-3fb4-434f-93fd-3646e4163e57,Books,4,153.33,613.32,Devon,Credit Card,TRUE,0
191,15/11/2023,0b79d9ee-04b9-470e-b09a-0f0298f8e5d0,Books,8,324.98,2599.84,Somerset,Gift Card,TRUE,0
192,26/04/2023,2757893a-f91a-440f-8531-9b5c579416d3,Electronics,10,297.93,2979.3,Warwickshire,Credit Card,TRUE,0
193,07/05/2023,e532a476-4753-42cf-ac29-6bf189147c8e,Home Appliances,1,494.86,494.86,Bedfordshire,Gift Card,FALSE,1
